@relation 'stocks-weka.filters.unsupervised.attribute.Remove-R1-3,14-weka.filters.unsupervised.attribute.Remove-R9-10'

@attribute ‘open’ numeric
@attribute ‘high’ numeric
@attribute ‘low’ numeric
@attribute ‘close’ numeric
@attribute ‘volume’ numeric
@attribute ‘percent_change_price’ numeric
@attribute ‘percent_change_volume_over_last_wk’ numeric
@attribute ‘previous_weeks_volume’ numeric
@attribute ‘days_to_next_dividend’ numeric
@attribute ‘percent_return_next_dividend’ numeric
@attribute ‘result’ {gain,loss}

@data
71.52,72.82,69,69.23,34929673,-3.2019,18.028696,29594221,12,0.606673,gain
69.26,71.64,69.12,71.38,22770062,3.06093,-34.811694,34929673,5,0.5884,gain
71.43,72.99,71.15,72.14,21809411,0.99398,-4.218921,22770062,89,0.582201,gain
72.7,73.04,71.09,73.04,15989248,0.467675,-26.686475,21809411,82,0.575027,loss
72.35,74.29,70,72.3,26258425,-0.069109,64.225516,15989248,75,0.580913,loss
72.47,72.9,68.6,71.8,27527285,-0.92452,4.832201,26258425,68,0.584958,gain
71.6,72.5,69.91,71.64,25556296,0.055866,-7.160129,27527285,61,0.586265,loss
71.17,71.23,67.34,69.1,29746370,-2.90853,16.395467,25556296,54,0.607815,gain
70.29,73.5,70.03,73.34,24423545,4.33917,-17.894032,29746370,47,0.572675,gain
13.85,14.69,13.8,14.25,1453438639,2.88809,?,?,54,0.070175,gain
14.17,15.25,14.09,15.25,760935694,7.62174,-47.645833,1453438639,47,0.065574,loss
15.08,15.16,13.94,14.25,982445809,-5.50398,29.110228,760935694,40,0.070175,loss
14.25,14.26,13.4,13.6,1054415375,-4.5614,7.325551,982445809,33,0.073529,gain
13.71,14.47,13.64,14.29,757192224,4.23049,-28.188431,1054415375,26,0.069979,gain
14.51,14.87,14.35,14.77,746465458,1.79187,-1.41665,757192224,19,0.067705,loss
14.77,14.95,14.69,14.75,458423511,-0.13541,-38.587445,746465458,12,0.067797,loss
14.38,14.52,13.79,14.2,712456757,-1.25174,55.414533,458423511,5,0.070423,loss
14.27,14.48,13.81,14.12,699671790,-1.05116,-1.79449,712456757,89,0.070822,gain
14.18,14.7,13.92,14.38,805210688,1.41044,15.084058,699671790,82,0.069541,loss
14.26,14.35,13.66,14.04,792380862,-1.54278,-1.59335,805210688,75,0.071225,loss
14.2,14.22,13.32,13.34,717678994,-6.05634,-9.42752,792380862,68,0.074963,loss
94.38,94.81,92.3,93.73,24135903,-0.688705,?,?,11,0.469433,gain
93.21,94.7,92.51,94.01,19707235,0.858277,-18.348881,24135903,4,0.468035,loss
94.16,96.8,92.37,92.75,28651009,-1.49745,45.383201,19707235,89,0.474394,gain
92.71,97.79,92.51,95.68,34929068,3.20354,21.912174,28651009,82,0.459866,gain
96.13,99.72,95.85,99.59,31169285,3.59929,-10.764052,34929068,75,0.441811,gain
99.62,103.55,98.75,103.54,27632394,3.93495,-11.34736,31169285,68,0.424957,gain
103.56,105.86,102.01,105.86,16331886,2.22093,-40.89587,27632394,61,0.415643,loss
104.86,105.3,98.03,102,28146727,-2.72745,72.342172,16331886,54,0.431373,gain
102.72,104.43,99.35,103.04,29851515,0.311526,6.056789,28146727,47,0.427019,loss
103.42,104.45,97.01,100.02,38614049,-3.28757,29.353733,29851515,40,0.439912,gain
102.59,105.64,98.55,105.06,54195667,2.40764,40.352199,38614049,33,0.418808,gain
106.9,110.15,105.64,109.09,37837456,2.04864,-30.183614,54195667,26,0.403337,gain
20.45,21,20.38,20.97,303545878,2.54279,?,?,81,0.286123,gain
20.94,21.23,20.7,21.21,154708263,1.2894,-49.032988,303545878,74,0.282885,loss
21.22,21.33,20.5,20.72,193706863,-2.35627,25.207833,154708263,67,0.289575,gain
20.84,21.61,20.73,20.93,265687272,0.431862,37.159452,193706863,60,0.28667,gain
20.93,22.15,20.71,22.05,236334561,5.35117,-11.047842,265687272,53,0.272109,loss
22.11,22.34,18.61,18.7,1000362015,-15.4229,323.282152,236334561,46,0.320856,gain
18.84,18.95,18.56,18.85,390258123,0.053079,-60.988311,1000362015,39,0.318302,loss
18.73,18.74,18.23,18.64,285212201,-0.480513,-26.917037,390258123,32,0.321888,loss
18.62,18.79,18.31,18.4,302059981,-1.18153,5.907104,285212201,25,0.326087,loss
18.36,18.37,17.76,17.95,311209442,-2.23312,3.029021,302059981,18,0.334262,loss
17.81,17.88,16.97,17.14,444161658,-3.76193,42.721138,311209442,11,0.350058,loss
17.34,17.64,17.2,17.28,284574143,-0.346021,-35.930052,444161658,4,0.347222,loss
91.66,92.48,90.27,91.19,35556288,-0.512765,?,?,38,0.78956,gain
90.95,92.85,90.12,92.83,28260512,2.06707,-20.518947,35556288,31,0.775611,gain
92.94,93.94,91.58,93.78,27752622,0.903809,-1.797172,28260512,24,0.767754,loss
93.89,94.97,92.93,93.37,42303108,-0.55384,52.42923,27752622,17,0.771126,gain
93.85,97.44,93.37,97.11,48766293,3.47363,15.278275,42303108,10,0.741427,loss
97.28,98.23,95.7,96.45,38838595,-0.853207,-20.357705,48766293,3,0.746501,gain
95.5,98.72,95.5,98.72,28037827,3.37173,-27.809368,38838595,89,0.739465,gain
99.23,103.94,99.23,102.1,57897831,2.89227,106.498995,28037827,82,0.714985,gain
102.28,104.99,102.18,103.75,48214502,1.43723,-16.724856,57897831,75,0.703614,loss
104.12,104.77,97.6,99.93,43673568,-4.0242,-9.418191,48214502,68,0.730511,gain
99.16,103.97,97.98,102.8,56186791,3.67084,28.651708,43673568,61,0.710117,gain
103.86,107.01,103.2,106.78,39606692,2.81148,-29.508891,56186791,54,0.683649,gain
50.05,50.54,49.28,49.76,27658789,-0.579421,?,?,35,0.823955,gain
48.3,49.8,47.2,49.8,34546875,3.10559,24.903787,27658789,28,0.823293,loss
49.53,50.14,47.65,48.35,25611091,-2.38239,-25.86568,34546875,21,0.847983,gain
48.44,50.66,48.26,50.29,45429653,3.81916,77.382732,25611091,14,0.815271,gain
50.15,52.63,50.09,52.53,31069977,4.74576,-31.608597,45429653,7,0.780506,gain
52.62,54.75,52.51,54.58,37155830,3.72482,19.587568,31069977,0,0.751191,gain
54.44,55.98,53.8,55.98,27705910,2.8288,-25.433209,37155830,82,0.732404,loss
54.95,55.3,52.36,54.07,33190716,-1.60146,19.79652,27705910,75,0.758276,loss
54.22,54.95,52.76,53.87,32958368,-0.645518,-0.700039,33190716,68,0.761092,loss
54.1,54.49,51.82,52.9,27091813,-2.21811,-17.799895,32958368,61,0.775047,loss
53.18,53.5,51.1,52.99,39779608,-0.357277,46.83258,27091813,54,0.773731,gain
53.8,54.64,52.89,54.1,24464568,0.557621,-38.499726,39779608,47,0.757856,gain
37.74,40,37.62,39.45,72917621,4.531,?,?,336,1.01394,gain
39.01,39.81,38.92,39.29,31943413,0.717765,-56.192464,72917621,329,1.01807,gain
39.07,39.94,38.51,39.74,36187032,1.71487,13.284801,31943413,322,1.00654,loss
39.64,39.95,38.65,38.85,42131642,-1.99294,16.427459,36187032,315,1.0296,gain
39.04,40.77,38.64,40.71,53521486,4.27766,27.033943,42131642,308,0.98256,gain
40.8,44.05,40.71,43.41,83975520,6.39706,56.900576,53521486,301,0.921447,gain
43.19,43.9,42.98,43.56,33868302,0.85668,-59.668839,83975520,294,0.918274,gain
42.83,43.28,41.6,42.95,56966763,0.280177,68.200824,33868302,287,0.931315,gain
43.02,44.34,42.97,43.55,53096584,1.23199,-6.793749,56966763,280,0.918484,loss
43.53,43.61,42.16,42.93,41229388,-1.37836,-22.350206,53096584,273,0.931749,loss
42.64,42.67,40.42,41.23,65060004,-3.30675,57.800072,41229388,266,0.970167,gain
41.46,43.24,40.87,42.97,40696371,3.64206,-37.447943,65060004,259,0.930882,loss
18.49,18.72,18.12,18.43,280146510,-0.3245,?,?,38,0.759631,gain
18.61,18.82,18.46,18.82,215626229,1.12843,-23.030907,280146510,31,0.74389,gain
18.98,19.97,18.17,19.74,449508777,4.00421,108.46665,215626229,24,0.70922,gain
19.93,20.74,19.74,20.2,437317986,1.35474,-2.712025,449508777,17,0.693069,gain
20.13,20.96,20.1,20.56,246591055,2.13612,-43.612871,437317986,10,0.680934,gain
20.77,21.44,20.73,21.33,252254376,2.6962,2.296645,246591055,3,0.656353,loss
21.51,21.65,21.24,21.44,158691572,-0.32543,-37.090656,252254376,118,0.652985,loss
20.88,21.21,20.08,20.82,268500170,-0.287356,69.196238,158691572,111,0.67243,loss
20.95,21.17,20.16,20.37,261175412,-2.7685,-2.728027,268500170,104,0.687285,loss
20.4,20.79,19.94,20.36,303566341,-0.196078,16.230827,261175412,97,0.687623,loss
19.96,20.09,18.6,19.25,520516218,-3.55711,71.46704,303566341,90,0.727273,gain
19.68,19.93,19.25,19.75,227819072,0.355691,-56.23209,520516218,83,0.708861,gain
35.2,35.57,34.18,34.38,56576860,-2.32955,?,?,60,0.727167,gain
34.16,35.89,34.07,35.89,41918450,5.0644,-25.908843,56576860,53,0.696573,gain
35.97,36.99,35.48,36.51,45249920,1.50125,7.947503,41918450,46,0.684744,gain
36.46,38.12,36.3,36.7,63397367,0.658256,40.104926,45249920,39,0.681199,loss
37.13,37.18,36.38,36.8,41844858,-0.888769,-33.995906,63397367,32,0.679348,gain
36.8,37.48,36.41,37.48,36079400,1.84783,-13.778176,41844858,25,0.667022,gain
37.47,38.48,37.27,38.48,30619613,2.69549,-15.132699,36079400,18,0.649688,loss
39.3,39.38,36.78,37.08,54816070,-5.64885,79.022739,30619613,11,0.674218,gain
37.15,37.86,36.33,37.22,49763519,0.188425,-9.217281,54816070,4,0.671682,loss
37.26,37.78,36.54,37.14,49156185,-0.322061,-1.22044,49763519,95,0.673129,loss
36.92,36.94,35.43,36,52758908,-2.49187,7.329135,49156185,88,0.694444,gain
36.29,37.82,36.03,37.42,40337534,3.11381,-23.543653,52758908,81,0.668092,gain
42.22,45.39,42.22,45.09,100020724,6.79773,?,?,66,0.177423,gain
44.86,46.25,44.57,46.25,65464211,3.09853,-34.549353,100020724,59,0.172973,gain
46.14,47.64,45.76,47.23,82623453,2.36238,26.211638,65464211,52,0.169384,loss
46.69,47.83,45.36,45.51,84066350,-2.52731,1.746353,82623453,45,0.175786,gain
45.41,47.52,45.13,47.43,74475624,4.44836,-11.40852,84066350,38,0.16867,gain
47.71,49.39,47.61,48.64,84089936,1.94928,12.909341,74475624,31,0.164474,gain
48.45,49.12,47.54,48.67,49401750,0.454076,-41.251293,84089936,24,0.164372,loss
47.57,48.55,42.08,42.68,211147488,-10.2796,327.408924,49401750,17,0.187441,loss
43.06,43.85,42.06,42.61,110702335,-1.04505,-47.571086,211147488,10,0.187749,loss
42.9,43.05,41.26,41.73,85140794,-2.72727,-23.090336,110702335,3,0.191709,gain
41.31,42.15,40.1,41.32,121051768,0.024207,42.178341,85140794,87,0.314618,gain
41.85,43.28,41.35,42.53,78089358,1.62485,-35.49094,121051768,80,0.305667,loss
147.21,148.86,146.64,147.93,23492843,0.489097,?,?,32,0.439397,gain
147,150,146,150,15335348,2.04082,-34.72332,23492843,25,0.433333,gain
149.82,156.78,149.38,155.5,35770931,3.79122,133.258032,15335348,18,0.418006,gain
155.42,164.35,155.33,159.21,32510483,2.43855,-9.114798,35770931,11,0.408266,gain
159.18,164.2,158.68,164,25377163,3.02802,-21.9416,32510483,4,0.396341,loss
164.08,166.25,163.18,163.85,26106753,-0.140176,2.874986,25377163,84,0.457736,gain
164.18,164.84,162.52,164.84,14352613,0.401998,-45.02337,26106753,77,0.454987,loss
163.57,164.26,159.03,162.28,21443811,-0.788653,49.407017,14352613,70,0.462164,loss
162.36,164.31,159.41,161.83,21549118,-0.326435,0.491083,21443811,63,0.463449,gain
161.6,167.72,158.85,162.43,31119857,0.513614,44.4136,21549118,56,0.461737,loss
161.16,161.98,151.71,155.89,41827781,-3.27004,34.408654,31119857,49,0.481108,gain
157.64,162.74,157.07,162.18,25381792,2.87998,-39.31834,41827781,42,0.462449,gain
21.01,21.21,20.27,20.66,386719626,-1.66587,?,?,27,0.871249,gain
20.71,21.33,20.57,21.08,274111012,1.78658,-29.118929,386719626,20,0.85389,loss
21.03,21.2,20.62,20.82,218479469,-0.998573,-20.29526,274111012,13,0.864553,gain
21.03,21.94,20.93,21.46,325168191,2.0447,48.832379,218479469,6,0.83877,gain
21.55,21.71,21.03,21.68,277969054,0.603248,-14.5153,325168191,89,0.830258,gain
21.74,21.86,21.35,21.76,236842359,0.091996,-14.795422,277969054,82,0.827206,gain
21.63,22.14,21.28,22.14,201181541,2.35784,-15.056774,236842359,75,0.813008,loss
21.95,22.19,21.01,21.86,256135777,-0.410023,27.315745,201181541,68,0.823422,loss
21.75,22.08,21.35,21.56,291751623,-0.873563,13.905065,256135777,61,0.834879,loss
21.69,21.74,20.61,20.87,289874871,-3.78054,-0.64327,291751623,54,0.862482,loss
20.66,20.88,19.71,19.93,347426088,-3.5334,19.853814,289874871,47,0.903161,gain
19.9,20.6,19.88,20.37,229150771,2.36181,-34.043303,347426088,40,0.883652,loss
62.63,63.54,62.53,62.6,57774737,-0.0479,?,?,49,0.86262,gain
62.29,62.98,62,62.55,34950419,0.417402,-39.505706,57774737,42,0.863309,gain
62.21,63.25,62.01,62.66,47999880,0.723356,37.337066,34950419,35,0.861794,loss
62.56,62.72,60,60.01,86229071,-4.07609,79.644347,47999880,28,0.89985,gain
60.16,60.99,59.69,60.84,63641929,1.13032,-26.194347,86229071,21,0.887574,loss
60.88,61.17,60.42,60.7,42897125,-0.295664,-32.596127,63641929,14,0.889621,gain
60.69,61.11,60.33,61.11,33273371,0.692042,-22.434496,42897125,7,0.883652,loss
60.68,61.08,59.36,59.64,46786798,-1.71391,40.613339,33273371,0,0.905433,gain
59.93,61.5,59.77,61.06,63576642,1.88553,35.885858,46786798,83,0.933508,loss
61.09,61.1,59.11,59.69,53844149,-2.2917,-15.308284,63576642,76,0.954934,loss
59.49,59.49,57.5,58.57,71716802,-1.54648,33.193306,53844149,69,0.973194,gain
58.67,59.16,58.5,58.98,47498000,0.528379,-33.770053,71716802,62,0.966429,gain
43,44.95,42.64,43.64,234547885,1.48837,?,?,87,0.572869,gain
43.27,44.97,43,44.91,144662779,3.79015,-38.32271,234547885,80,0.556669,gain
45.02,45.54,43.6,45.29,182971761,0.599733,26.481575,144662779,73,0.551998,loss
45.21,45.88,44.26,44.54,154832501,-1.48197,-15.379018,182971761,66,0.561293,gain
44.41,46,44.3,44.59,137430065,0.405314,-11.239524,154832501,59,0.560664,gain
44.75,46.89,44.65,46.57,162434145,4.06704,18.194039,137430065,52,0.536826,gain
46,48,46,48,131941706,4.34783,-18.772185,162434145,45,0.520833,loss
47.2,47.27,45.21,46.68,139540125,-1.10169,5.758921,131941706,38,0.535561,loss
46.81,47.18,45.07,45.52,139051830,-2.75582,-0.349932,139540125,31,0.549209,gain
45.62,47.1,44.76,45.74,140414285,0.263043,0.979818,139051830,24,0.546568,gain
45.42,46.18,43.4,45.74,226413618,0.704535,61.246855,140414285,17,0.546568,loss
46.28,46.38,44.77,45.86,117959443,-0.907519,-47.900906,226413618,10,0.545137,gain
31.76,31.76,31.14,31.19,44971770,-1.79471,?,?,81,0.929785,gain
30.91,31.72,30.89,31.34,24955086,1.39114,-44.509442,44971770,74,0.925335,loss
31.41,31.52,30.89,31.35,41200255,-0.191022,65.097628,24955086,67,0.92504,loss
31.39,31.77,30.5,30.53,55657855,-2.73973,35.091045,41200255,60,0.949885,gain
30.53,31.22,30.21,31.19,34764359,2.16181,-37.539169,55657855,53,0.929785,loss
31.18,31.25,30.24,30.66,65912258,-1.66774,89.597219,34764359,46,0.945858,gain
30.67,30.93,30.26,30.91,38172345,0.782524,-42.086122,65912258,39,0.938208,gain
30.72,32.2,30.66,31.71,50462721,3.22266,32.197068,38172345,32,0.914538,loss
31.82,31.88,31.28,31.58,55211152,-0.754243,9.40978,50462721,25,0.918303,gain
31.56,31.79,31.18,31.7,41766976,0.443599,-24.350472,55211152,18,0.914827,loss
31.51,31.6,30.45,30.99,51736270,-1.65027,23.868843,41766976,11,0.935786,gain
30.78,31.49,30.43,31.26,41958399,1.55945,-18.899451,51736270,4,0.927703,gain
65.88,65.88,62.56,62.92,59802189,-4.49302,?,?,63,0.74698,gain
62.7,63.86,62.56,63.13,31297830,0.685805,-47.664407,59802189,56,0.744496,loss
63.21,63.92,62.72,62.77,36000586,-0.696092,15.025821,31297830,49,0.748765,loss
62.87,63.31,62.14,62.21,42141599,-1.04979,17.058092,36000586,42,0.755506,gain
62.32,63.48,61.89,62.56,34863226,0.385109,-17.271231,42141599,35,0.751279,gain
62.67,64.75,62.32,63.57,46269528,1.43609,32.717288,34863226,28,0.739342,gain
63.67,64.72,62.55,64.55,29937386,1.38213,-35.297836,46269528,21,0.728118,gain
63.36,64.4,63.33,64.31,32331825,1.49937,7.998157,29937386,14,0.730835,gain
64.17,65.87,63.86,65.21,61665987,1.62069,90.728445,32331825,7,0.720748,loss
65.32,65.84,64.47,64.81,44560041,-0.780772,-27.739678,61665987,0,0.725197,loss
64.34,64.61,61.29,62.7,59542953,-2.54896,33.624098,44560041,87,0.749601,gain
63.13,65.39,63.05,65.22,29853434,3.31063,-49.862356,59542953,80,0.720638,gain
77.1,77.59,73.59,74.37,85400677,-3.54086,?,?,49,0.820223,loss
74.25,74.49,72.46,74.06,44895850,-0.255892,-47.429164,85400677,42,0.823656,gain
74.65,75.75,74.31,75.01,40056497,0.482251,-10.779065,44895850,35,0.813225,loss
74.25,75.85,73.05,73.28,46734907,-1.3064,16.672476,40056497,28,0.832424,gain
73.8,74.5,73.08,74.05,41519549,0.338753,-11.159449,46734907,21,0.823768,gain
74.13,76.32,73.3,76.14,39363816,2.71145,-5.192092,41519549,14,0.801156,gain
76.07,76.45,75.7,76.13,16734140,0.078875,-57.488522,39363816,7,0.801261,loss
75.95,76.45,74.42,74.44,27881213,-1.98815,66.612763,16734140,0,0.819452,gain
74.51,76.63,73.64,76.03,41047787,2.03999,47.223821,27881213,84,0.802315,gain
76.38,77.25,74.97,76.73,34855064,0.458235,-15.086618,41047787,77,0.794995,loss
76.1,76.41,72.89,72.99,40853280,-4.08673,17.209023,34855064,70,0.835731,gain
73.5,75.75,73.38,75.25,23877441,2.38095,-41.553185,40853280,63,0.810631,gain
86.75,87.9,85.63,86.23,16166921,-0.599424,?,?,40,0.637829,gain
85.7,88.8,85.7,88.1,11585909,2.80047,-28.335711,16166921,33,0.624291,gain
87.84,89.39,87.25,89.29,10705548,1.65073,-7.598549,11585909,26,0.61597,loss
89.21,90.5,87.2,87.44,26110543,-1.98408,143.897305,10705548,19,0.629003,gain
87.93,88.45,87.31,88.29,14960948,0.409417,-42.701506,26110543,12,0.622947,gain
88.17,91.95,87.81,91.8,16315175,4.11705,9.051746,14960948,5,0.599129,gain
91.72,92.96,91,92.96,13431331,1.35194,-17.675839,16315175,89,0.591652,loss
92.73,93.65,89.27,90.25,17249356,-2.67443,28.426259,13431331,82,0.609418,gain
91.9,93.4,90.24,92.19,17453306,0.31556,1.182363,17249356,75,0.596594,loss
92.58,94.16,89.71,91.61,18144593,-1.04774,3.96078,17453306,68,0.600371,loss
91.21,91.21,86.91,88.98,23633329,-2.44491,30.249981,18144593,61,0.618116,gain
90.27,92.98,90.17,92.27,14970403,2.21558,-36.655547,23633329,54,0.596077,gain
36.29,37.35,35.85,37.35,72760487,2.92091,?,?,63,1.0174,loss
37.26,37.61,34.23,34.23,108158891,-8.13204,48.650587,72760487,56,1.11014,loss
34.07,34.3,33.48,33.9,131132702,-0.498973,21.240797,108158891,49,1.12094,loss
33.99,33.99,33,33.07,110066602,-2.70668,-16.064719,131132702,42,1.14908,loss
33.29,34.04,32.51,32.89,114880019,-1.20156,4.373186,110066602,35,1.15537,gain
32.94,33.3,32.74,33.07,62039482,0.394657,-45.996282,114880019,28,1.14908,loss
32.97,33.19,32.65,32.85,54419625,-0.363967,-12.282271,62039482,21,1.15677,loss
32.75,32.8,31.85,32.19,57467917,-1.70992,5.601457,54419625,14,1.18049,gain
32.2,33.36,32.19,33.06,128028062,2.67081,122.781804,57467917,7,1.14943,loss
33,33.48,32.45,32.73,91319466,-0.818182,-28.672305,128028062,0,1.16101,loss
32.5,32.6,31.06,31.91,86394177,-1.81538,-5.393471,91319466,87,1.19085,gain
32.09,32.9,32.04,32.57,66135182,1.49579,-23.449491,86394177,80,1.16672,gain
28.05,28.85,27.77,28.6,328646154,1.96078,?,?,39,0.559441,gain
28.2,28.5,28,28.3,227601331,0.35461,-30.74578,328646154,32,0.565371,loss
28.16,28.74,28.02,28.02,220040646,-0.497159,-3.321898,227601331,25,0.571021,loss
28.02,29.46,27.45,27.75,457318851,-0.963597,107.833807,220040646,18,0.576577,loss
27.77,28.11,27.42,27.77,274432773,0,-39.990934,457318851,11,0.576161,loss
27.8,28.34,27.07,27.25,317408348,-1.97842,15.659782,274432773,4,0.587156,loss
27.2,27.37,26.6,27.06,228916129,-0.514706,-27.879613,317408348,88,0.591279,loss
26.78,27.1,26.43,26.55,238628349,-0.85885,4.242698,228916129,81,0.602637,loss
26.69,26.86,25.8,25.95,298801508,-2.77257,25.216266,238628349,74,0.61657,loss
26.13,26.27,25.35,25.68,271799244,-1.72216,-9.036857,298801508,67,0.623053,loss
25.49,25.76,24.68,24.8,379216242,-2.70694,39.520713,271799244,60,0.645161,gain
25.18,25.95,25.15,25.62,217545216,1.74742,-42.632938,379216242,53,0.624512,loss
17.7,18.38,17.62,18.34,386804789,3.61582,?,?,26,1.09051,gain
18.22,18.48,18.13,18.34,218359623,0.658617,-43.547849,386804789,19,1.09051,gain
18.35,18.49,18.02,18.36,159663706,0.054496,-26.880389,218359623,12,1.08932,loss
18.33,18.76,18.14,18.15,277157388,-0.981997,73.588222,159663706,5,1.10193,gain
18.19,19.39,18.16,19.3,358819619,6.10225,29.464209,277157388,96,1.03627,loss
19.27,19.3,18.62,18.83,180912039,-2.28334,-49.581341,358819619,89,1.06213,gain
18.82,19.39,18.72,19.19,153153528,1.96599,-15.343651,180912039,82,1.04221,loss
18.88,19.13,18.67,18.86,177077740,-0.105932,15.621065,153153528,75,1.06045,gain
18.95,19.9,18.9,19.66,257979737,3.7467,45.687277,177077740,68,1.01729,loss
19.64,19.75,19.3,19.47,195391037,-0.86558,-24.261091,257979737,61,1.02722,gain
19.45,20.29,19.15,20.18,457640533,3.75321,134.217772,195391037,54,0.99108,gain
20.32,20.5,19.74,20.35,215914627,0.147638,-52.820039,457640533,47,0.982801,loss
64.39,65.08,64,64.5,52323352,0.170834,?,?,12,0.744186,gain
64.4,65.53,63.4,65.53,41932473,1.75466,-19.85897,52323352,5,0.732489,gain
65.65,65.95,65.05,65.91,46213962,0.39604,10.210438,41932473,96,0.804127,loss
65.9,66.95,63.14,64.2,70042160,-2.57967,51.560604,46213962,89,0.825545,loss
64.35,64.36,62.3,63.61,57201539,-1.14996,-18.332703,70042160,82,0.833202,gain
63.95,64.97,63.8,64.73,51999812,1.2197,-9.093684,57201539,75,0.818786,loss
64.8,64.8,63.4,64.3,36098973,-0.771605,-30.578647,51999812,68,0.824261,loss
63.73,64.4,62.53,62.84,47748854,-1.39652,32.272057,36098973,61,0.843412,loss
62.8,63.65,61.56,62.03,59801160,-1.22611,25.241037,47748854,54,0.854425,loss
62,62.3,61.12,61.49,52731797,-0.822581,-11.821448,59801160,47,0.861929,loss
61.04,61.39,59.7,60.6,66311521,-0.720839,25.752439,52731797,40,0.874587,loss
60.96,61.52,60.54,60.88,41351155,-0.131234,-37.64107,66311521,33,0.870565,gain
29.68,30.1,28.66,28.85,157834347,-2.7965,?,?,30,1.49047,loss
28.54,28.61,27.71,28.43,170616350,-0.385424,8.098366,157834347,23,1.51249,loss
28.55,28.59,28.15,28.33,130584257,-0.770578,-23.463222,170616350,16,1.51783,loss
28.46,28.95,27.41,27.49,171464186,-3.40829,31.305404,130584257,9,1.56421,gain
27.42,28.06,27.2,27.97,118469916,2.00584,-30.906903,171464186,2,1.53736,gain
27.97,28.59,27.63,28.47,128889979,1.78763,8.795535,118469916,54,1.51036,gain
28.4,28.57,28,28.57,88244232,0.598592,-31.535227,128889979,47,1.50508,loss
28.32,28.42,27.61,28.13,94960503,-0.670904,7.611003,88244232,40,1.52862,loss
28.25,28.53,27.79,27.92,118740085,-1.16814,25.04155,94960503,33,1.54011,gain
27.95,28.89,27.73,28.46,139153253,1.82469,17.191472,118740085,26,1.51089,loss
28.32,28.42,27.27,27.94,153806769,-1.34181,10.530488,139153253,19,1.53901,gain
28.77,29.1,27.95,28.85,169105318,0.278067,9.946603,153806769,12,1.49047,gain
56.09,56.34,52.88,53.33,20010115,-4.92066,?,?,60,0.675042,gain
53.12,54.84,52.96,54.63,14820631,2.84262,-25.934304,20010115,53,0.658979,gain
54.62,55.24,54.07,55,13631048,0.695716,-8.026534,14820631,46,0.654545,gain
