@relation 'stocks-weka.filters.unsupervised.attribute.Remove-R1-3,14-weka.filters.unsupervised.attribute.Remove-R9-10'

@attribute ‘open’ numeric
@attribute ‘high’ numeric
@attribute ‘low’ numeric
@attribute ‘close’ numeric
@attribute ‘volume’ numeric
@attribute ‘percent_change_price’ numeric
@attribute ‘percent_change_volume_over_last_wk’ numeric
@attribute ‘previous_weeks_volume’ numeric
@attribute ‘days_to_next_dividend’ numeric
@attribute ‘percent_return_next_dividend’ numeric
@attribute ‘result’ {gain,loss}

@data
14.94,15.64,14.92,14.93,429730443,-0.066934,7.063034,401380782,11,0.401875,gain
106.4,109.65,105.52,108.32,35824123,1.80451,-9.550328,39606692,47,0.673929,gain
108.52,109.94,107.51,109.66,31958307,1.0505,-10.791097,35824123,40,0.665694,loss
109.74,109.9,103.13,106.24,42617245,-3.18936,33.352637,31958307,33,0.687124,gain
104.95,108.34,103.04,108.13,18873837,3.03001,-55.713146,42617245,27,0.675113,gain
107.37,109.6,106.68,109.44,28004621,1.92791,48.377995,18873837,19,0.667032,loss
109.48,109.57,101.11,102.88,44930373,-6.0285,60.43914,28004621,12,0.709565,loss
103.25,104.95,100.41,102.39,43103424,-0.83293,-4.066178,44930373,5,0.71296,gain
102.03,104.53,99.61,102.57,39951901,0.529256,-7.311537,43103424,89,0.711709,gain
101.13,103.86,100.7,103.21,28858240,2.05676,-27.767542,39951901,82,0.707296,loss
104.61,105.21,99.57,101,32206213,-3.45091,11.601446,28858240,75,0.722772,loss
100.9,101.87,98.98,99.67,35612426,-1.21903,10.576261,32206213,68,0.732417,loss
100.04,101.29,97.71,99.17,44845243,-0.869652,25.92583,35612426,61,0.73611,loss
98.88,102.46,97,97.9,42615162,-0.9911,-4.972837,44845243,54,0.745659,gain
54.11,55.8,53.7,55.19,23341552,1.99593,-4.590377,24464568,40,0.742888,loss
55.5,56.52,55,55.4,19685778,-0.18018,-15.662086,23341552,33,0.740072,loss
55.45,55.81,53.17,54.89,24059673,-1.00992,22.218553,19685778,26,0.746948,gain
54.28,56,53.19,55.91,15537427,3.00295,-35.421288,24059673,20,0.733321,gain
55.69,56.88,54.54,56.79,27349183,1.97522,76.021313,15537427,12,0.721958,loss
56.42,57,53.59,54.63,27498887,-3.17263,0.54738,27349183,5,0.750503,loss
54.94,56.13,52.55,52.91,27207924,-3.69494,-1.05809,27498887,90,0.774901,loss
52.74,54,51.92,52.74,27511651,0,1.116318,27207924,83,0.777399,gain
51.75,52.56,50.5,52.56,24845668,1.56522,-9.690378,27511651,76,0.780061,loss
53.18,53.39,50.11,50.29,25203572,-5.43437,1.440509,24845668,69,0.815271,loss
50.3,50.9,49.52,49.78,28186429,-1.0338,11.835057,25203572,62,0.823624,loss
50.03,50.63,48.64,49.57,36027620,-0.919448,27.81903,28186429,55,0.827113,gain
49.5,51.98,49.46,51.96,34797906,4.9697,-3.413253,36027620,48,0.789069,gain
43.19,43.48,42.36,42.85,34130223,-0.787219,-16.13448,40696371,252,0.933489,loss
42.87,43.05,41.4,41.76,39055258,-2.58922,14.430128,34130223,245,0.957854,loss
41.76,42.02,40.84,41.52,40820710,-0.574713,4.520395,39055258,238,0.963391,gain
40.97,42.46,40.45,42.27,24312043,3.17305,-40.441891,40820710,232,0.946298,gain
42.34,43.35,41.71,43.1,30122091,1.79499,23.897819,24312043,224,0.928074,loss
43.47,43.79,42.3,43.06,35369886,-0.943179,17.421749,30122091,217,0.928936,loss
43.32,44.12,40.94,41.52,78855110,-4.15512,122.944202,35369886,210,0.963391,gain
41.26,41.84,40.68,41.5,50988843,0.581677,-35.338568,78855110,203,0.963855,gain
41.15,41.52,40.55,41.52,34651349,0.899149,-32.041311,50988843,196,0.963391,loss
41.9,41.99,39.17,39.38,52169227,-6.01432,50.554678,34651349,189,1.01574,loss
39.18,39.88,38.42,38.5,49099516,-1.73558,-5.884141,52169227,182,1.03896,loss
38.63,38.86,37.77,38.04,54513950,-1.52731,11.027469,49099516,175,1.05152,loss
37.85,38.89,37.19,37.58,50409504,-0.713342,-7.529166,54513950,168,1.0644,gain
19.81,20.5,19.53,20.34,207897262,2.67542,-8.744575,227819072,76,0.688299,loss
20.73,20.75,20.07,20.19,238618636,-2.60492,14.77719,207897262,69,0.693413,loss
20.24,20.37,19.6,20.04,212315926,-0.988142,-11.022907,238618636,62,0.698603,gain
19.77,20.54,19.51,19.95,182835072,0.91047,-13.885371,212315926,56,0.701754,gain
20.14,20.85,19.89,20.45,280299000,1.53923,53.30702,182835072,48,0.684597,loss
20.7,20.71,19.81,20.01,235180053,-3.33333,-16.096721,280299000,41,0.69965,loss
19.97,20.42,19.76,19.89,195448891,-0.400601,-16.893934,235180053,34,0.703871,loss
19.85,20.05,19.41,19.62,228297982,-1.15869,16.806998,195448891,27,0.713558,gain
19.32,19.52,18.97,19.44,169411364,0.621118,-25.793753,228297982,20,0.720165,loss
19.68,19.72,18.75,18.82,207576381,-4.36992,22.528015,169411364,13,0.74389,loss
18.71,18.8,18.14,18.32,260898990,-2.08445,25.688187,207576381,6,0.764192,gain
18.31,18.9,18.2,18.49,261979707,0.983069,0.414228,260898990,90,0.811249,loss
18.34,18.94,17.97,17.97,295978977,-2.01745,12.977826,261979707,83,0.834725,gain
37.46,37.87,36.62,37.56,52881329,0.266951,31.097079,40337534,74,0.665602,loss
37.48,37.96,37.21,37.46,47021433,-0.053362,-11.081219,52881329,67,0.667379,gain
37.45,38.4,37.17,38.17,42983064,1.92256,-8.588358,47021433,60,0.654965,gain
37.7,38.5,37.2,37.8,24190528,0.265252,-43.720792,42983064,54,0.661376,loss
37.61,37.71,36.94,37.15,61019095,-1.22308,152.24375,24190528,46,0.672948,loss
37.44,37.67,36.77,36.99,52439439,-1.20192,-14.060608,61019095,39,0.675858,gain
36.93,37.43,36.7,37.01,41391929,0.216626,-21.067178,52439439,32,0.675493,gain
36.69,37.94,36.55,37.05,53378802,0.981194,28.959445,41391929,25,0.674764,loss
36,37,36,36,40673778,0,-23.801628,53378802,18,0.694444,loss
36.18,36.28,34.43,34.63,39307513,-4.28413,-3.359081,40673778,11,0.721917,loss
34.53,35.02,33.42,33.47,45606663,-3.06979,16.025308,39307513,4,0.746938,gain
33.46,34.93,33.41,34.53,76297124,3.19785,67.29381,45606663,74,0.724008,gain
34.29,35.69,34.28,35.08,65416820,2.30388,-14.260438,76297124,67,0.712657,gain
42.42,42.83,37.6,40.98,90069975,-3.39463,15.342189,78089358,73,0.317228,gain
40.65,41.8,40.2,40.7,87672936,0.123001,-2.661308,90069975,66,0.31941,loss
40.71,41.55,40.12,40.26,70321527,-1.10538,-19.791066,87672936,59,0.322901,gain
39.96,41.19,39.16,40.99,46244533,2.57758,-34.23844,70321527,53,0.317151,loss
41.06,41.3,39.99,40.37,82362537,-1.68047,78.102214,46244533,45,0.322021,gain
40.69,41.52,39.8,40.81,70249698,0.294913,-14.706734,82362537,38,0.318549,loss
40.79,41.74,40.22,40.41,63498759,-0.931601,-9.609919,70249698,31,0.321703,loss
40.2,40.34,35.91,35.98,217523955,-10.4975,242.564104,63498759,24,0.361312,gain
35.58,36.96,35.44,36.96,106507716,3.87858,-51.036328,217523955,17,0.351732,loss
37.28,37.52,36,36.11,79313559,-3.13841,-25.53257,106507716,10,0.360011,loss
35.99,36.24,35.14,35.25,74301015,-2.05613,-6.319908,79313559,3,0.368794,loss
35.13,35.32,33.95,35,134346312,-0.370054,80.813562,74301015,87,0.342857,gain
34.79,35.65,34.55,34.9,102774442,0.316183,-23.500362,134346312,80,0.34384,gain
161.54,164.42,161.12,164.27,19081936,1.68998,-24.820375,25381792,35,0.456565,loss
164.42,164.75,163.16,164.05,17615408,-0.225033,-7.685426,19081936,28,0.457178,gain
163.44,166.34,162.3,166.21,22183383,1.69481,25.931701,17615408,21,0.451236,gain
164.64,168.28,162.19,168.28,23662621,2.21088,6.668225,22183383,15,0.445686,gain
167.65,173,167.23,170.58,26829625,1.74769,13.383995,23662621,7,0.439676,loss
172.11,173.54,167.5,168.89,29480567,-1.8709,9.880652,26829625,0,0.444076,gain
168.39,172.77,167.82,169.92,23505533,0.908605,-20.267704,29480567,87,0.441384,gain
169.81,171.41,166.53,170.16,26027660,0.206113,10.729929,23505533,80,0.440762,loss
168.5,168.6,165.9,167.5,19453763,-0.593472,-25.257349,26027660,73,0.447761,loss
168.44,169.89,164.13,165.05,23349972,-2.01259,20.028048,19453763,66,0.454408,loss
164.76,165.96,162.87,163.18,20646079,-0.958971,-11.579855,23349972,59,0.459615,loss
164.44,165.1,161.52,164.44,29390025,0,42.351606,20646079,52,0.456093,gain
163.7,166.81,163.59,165.07,22984546,0.836897,-21.794738,29390025,45,0.454353,gain
20.44,20.66,19.56,19.72,321390635,-3.5225,40.252915,229150771,33,0.912779,gain
19.79,20.2,19.36,20.02,286343950,1.1622,-10.9047,321390635,26,0.899101,loss
20.07,20.2,19.41,19.75,231298341,-1.59442,-19.223598,286343950,19,0.911392,gain
19.53,21.46,19.45,21.46,302470339,9.88223,30.770648,231298341,13,0.83877,gain
21.37,23.19,21.33,23.15,466579710,8.32943,54.256352,302470339,5,0.777538,gain
23.02,23.86,22.67,23.25,513891027,0.999131,10.140029,466579710,89,0.903226,gain
23.13,23.83,22.65,23.41,344755154,1.21055,-32.91279,513891027,82,0.897053,loss
23.32,23.96,23.08,23.22,387571150,-0.428816,12.419248,344755154,75,0.904393,loss
22.92,23.03,22.21,22.21,210446967,-3.09773,-45.701075,387571150,68,0.94552,loss
22.45,22.64,21.67,21.73,222978209,-3.20713,5.954584,210446967,61,0.966406,loss
21.8,22.44,21.26,21.38,249719951,-1.92661,11.992984,222978209,54,0.982226,loss
21.43,26.78,21.07,21.19,294273143,-1.11993,17.841263,249719951,47,0.991033,gain
21.19,21.74,21.06,21.2,309031457,0.047192,5.015175,294273143,40,0.990566,gain
58.98,59.73,58.93,59.49,48029143,0.8647,1.118243,47498000,55,0.958144,loss
59.5,60.18,59.25,59.46,47141409,-0.067227,-1.848324,48029143,48,0.958628,gain
59.54,60.95,59.49,60.56,58631682,1.71313,24.374055,47141409,41,0.941215,gain
60.45,64.54,60.1,64.07,72888066,5.98842,24.315154,58631682,35,0.889652,gain
63.65,65.98,63.4,65.72,70745990,3.25216,-2.938857,72888066,27,0.867316,loss
65.92,66.46,64.8,65.27,68840083,-0.986044,-2.694014,70745990,20,0.873295,gain
65.11,67.37,65.07,66.62,66040498,2.31915,-4.066795,68840083,13,0.855599,loss
66.41,66.79,65.28,65.69,53385097,-1.08417,-19.163091,66040498,6,0.867712,gain
65.19,66.77,65.08,66.77,49866786,2.42368,-6.590437,53385097,91,0.853677,loss
67.31,67.34,65.8,66.09,47426009,-1.81251,-4.894595,49866786,84,0.86246,gain
65.87,67.28,65.18,66.09,52231924,0.333991,10.133501,47426009,77,0.86246,loss
66.32,67.36,65.47,66.29,58201928,-0.045235,11.429799,52231924,70,0.859858,loss
66.08,66.75,64.69,65.06,56535090,-1.54358,-2.863888,58201928,63,0.876114,gain
46.1,46.88,45.51,46.35,112702290,0.542299,-4.456746,117959443,3,0.539374,gain
46.12,47.8,46.05,46.84,121937602,1.56114,8.194432,112702290,84,0.533732,loss
47,47.37,44.83,44.89,186017520,-4.48936,52.551401,121937602,77,0.556917,gain
44.27,44.97,43.53,44.68,113261188,0.926135,-39.112623,186017520,71,0.559534,gain
44.65,46.02,44.38,45.63,107332185,2.19485,-5.234806,113261188,63,0.547885,loss
45.94,46.07,44.76,45.04,131213937,-1.95908,22.250318,107332185,56,0.555062,loss
44.75,45.5,42.98,43.15,137013704,-3.57542,4.420085,131213937,49,0.579374,gain
42.97,44.35,42.65,43.13,145114846,0.372353,5.912651,137013704,42,0.579643,gain
42.4,42.92,41.69,42.79,119828886,0.919811,-17.424792,145114846,35,0.584249,loss
43.24,43.38,40.83,41.57,145187926,-3.86216,21.16271,119828886,28,0.601395,loss
41.1,41.5,40.1,41.05,194764785,-0.121655,34.146682,145187926,21,0.609013,loss
41.29,42.44,39.7,40.8,183560880,-1.18673,-5.752531,194764785,14,0.612745,loss
40.5,41.53,39.44,39.49,167589521,-2.49383,-8.700851,183560880,7,0.633072,gain
31.35,31.7,31.06,31.61,38759730,0.829346,-7.62343,41958399,88,0.917431,loss
31.71,31.88,31.35,31.67,34314135,-0.126143,-11.469623,38759730,81,0.915693,gain
31.73,33.54,31.69,33.36,71530535,5.13709,108.457929,34314135,74,0.869305,gain
32.72,33.67,32.7,33.38,33399240,2.01711,-53.307717,71530535,68,0.868784,gain
33.45,33.9,33,33.59,42547809,0.418535,27.391548,33399240,60,0.863352,gain
33.6,34.49,33.22,34.08,58969733,1.42857,38.596403,42547809,53,0.850939,gain
33.81,35.1,33.8,34.89,47572999,3.19432,-19.326413,58969733,46,0.831184,gain
34.84,35.44,34.48,35.23,48017488,1.1194,0.93433,47572999,39,0.823162,loss
34.97,35.06,34.28,34.75,31660711,-0.629111,-34.064208,48017488,32,0.834532,loss
34.79,35,34.05,34.1,38915498,-1.98333,22.914163,31660711,25,0.85044,loss
34.07,34.39,24.3,33.79,43535139,-0.821837,11.870954,38915498,18,0.858242,gain
33.92,34.72,33.76,34.48,44641104,1.65094,2.540396,43535139,11,0.841067,gain
34.39,34.98,33.87,34.6,39770714,0.610643,-10.910102,44641104,4,0.83815,gain
65.2,67.48,65.03,67.22,39265955,3.09816,31.529107,29853434,73,0.699197,gain
67.22,67.82,66.86,67.27,32024467,0.074383,-18.442154,39265955,66,0.698677,gain
67.25,68.47,66.41,68.01,40595470,1.13011,26.763921,32024467,59,0.691075,gain
67.57,68.05,66.64,67.88,19831270,0.458783,-51.149057,40595470,53,0.692398,loss
67.95,67.98,65.81,67.46,44603365,-0.721118,124.914315,19831270,45,0.696709,loss
67.76,67.93,66.4,66.9,33947562,-1.26919,-23.890133,44603365,38,0.702541,gain
66.86,68.77,66.83,68.18,32166394,1.97427,-5.246822,33947562,31,0.689352,gain
68.1,68.7,67.5,68.3,32520067,0.293686,1.099511,32166394,24,0.688141,loss
67.59,67.9,66.3,66.51,26066805,-1.59787,-19.843938,32520067,17,0.706661,loss
66.94,67.24,65.21,65.53,31192400,-2.10636,19.663304,26066805,10,0.717229,loss
65.51,68.05,65.07,65.39,30422351,-0.183178,-2.468707,31192400,3,0.718764,gain
65.1,66.23,64.64,65.62,43194922,0.798771,41.984168,30422351,88,0.716245,loss
65.37,66.82,64.43,64.93,49806614,-0.673092,15.306642,43194922,81,0.723856,gain
75.55,76.5,74.87,75.99,17977737,0.582396,-24.708276,23877441,56,0.802737,loss
76.31,76.91,75.66,76.04,22337802,-0.35382,24.25258,17977737,49,0.802209,gain
76.15,77.54,75.83,77.38,21670715,1.61523,-2.986359,22337802,42,0.788317,gain
76.89,78.41,76.4,76.91,17718174,0.026011,-18.239089,21670715,36,0.793135,gain
77.15,78.59,76.54,78.31,22923015,1.50356,29.375719,17718174,28,0.778955,gain
78.4,79.37,78.2,78.7,26460318,0.382653,15.431229,22923015,21,0.775095,gain
79.46,80.91,79.08,80.74,26573357,1.61087,0.427202,26460318,14,0.755512,gain
80.44,82.85,80.44,82.33,27816875,2.34958,4.679567,26573357,7,0.740921,gain
81.53,83.08,81.49,81.62,26628471,0.110389,-4.272241,27816875,0,0.747366,loss
82.13,82.25,80.01,80.54,23382621,-1.93596,-12.189397,26628471,88,0.757388,loss
80.6,82.23,80,80.36,31264251,-0.297767,33.707214,23382621,81,0.759084,gain
80.43,82.72,80.39,82.52,27515629,2.59853,-11.990123,31264251,74,0.739215,loss
82.32,83.09,81.4,81.84,28303321,-0.58309,2.862708,27515629,67,0.745357,gain
92.42,94.33,91.9,93.13,14958061,0.768232,-0.082443,14970403,47,0.590572,gain
92.68,94.1,92.6,93.22,12672220,0.58265,-15.281667,14958061,40,0.590002,loss
93.59,94.64,91.75,92.82,15375510,-0.822737,21.332411,12672220,33,0.592545,gain
91.94,94.42,90.58,93.92,9718851,2.15358,-36.790058,15375510,27,0.585605,gain
93.91,97.5,93.27,97.21,20655611,3.514,112.531409,9718851,19,0.565785,loss
97.58,97.95,94.4,95.6,17031494,-2.0291,-17.545436,20655611,12,0.575314,gain
95.3,97.18,94.44,96.01,15657591,0.745016,-8.066838,17031494,5,0.572857,loss
95.54,96.23,92.75,93.56,16596686,-2.07243,5.997698,15657591,89,0.587858,gain
92.29,93.47,91.38,93.47,11695384,1.27858,-29.531811,16596686,82,0.588424,loss
94.05,94.68,90.19,90.7,12491882,-3.56194,6.810362,11695384,75,0.606395,gain
90.38,92.43,90.24,90.73,14734714,0.387254,17.954316,12491882,68,0.606194,gain
91.14,92.99,90.58,91.78,15549946,0.702216,5.53273,14734714,61,0.599259,loss
91.42,93.92,90.68,90.89,15126028,-0.579742,-2.72617,15549946,54,0.605127,gain
32.54,33.48,32.39,33.07,60348951,1.62876,-8.749097,66135182,73,1.14908,gain
33.34,33.7,33.01,33.67,64799122,0.989802,7.374065,60348951,66,1.1286,gain
33.68,34.97,33.27,34.51,85533686,2.46437,31.998218,64799122,59,1.10113,loss
34.2,34.29,33.51,34.04,47226349,-0.467836,-44.786258,85533686,53,1.11633,gain
33.7,36.25,33.63,35.95,83960030,6.67656,77.782174,47226349,45,1.05702,loss
36.44,36.75,35.95,36.39,82810421,-0.137212,-1.369234,83960030,38,1.04424,gain
36.11,37.3,36.1,37.08,59693542,2.68624,-27.915423,82810421,31,1.02481,loss
37.06,37.65,36.69,37.06,74833386,0,25.362616,59693542,24,1.02536,loss
36.67,37.04,36.1,36.21,52416661,-1.25443,-29.955513,74833386,17,1.04943,loss
36.39,36.76,35.76,35.82,46564832,-1.56636,-11.164063,52416661,10,1.06086,loss
35.7,36.38,35.36,35.45,57259558,-0.70028,22.967389,46564832,3,1.07193,gain
35.03,35.88,34.99,35.39,57933495,1.02769,1.176986,57259558,88,1.07375,loss
35.29,35.97,34.5,34.55,63163236,-2.09691,9.027146,57933495,81,1.09986,gain
25.66,25.72,25.3,25.48,258143967,-0.701481,18.662213,217545216,46,0.627944,gain
25.45,26.31,25.41,26.07,260749872,2.43615,1.009477,258143967,39,0.613732,loss
26.19,26.25,25.09,25.37,229693684,-3.13097,-11.910337,260749872,32,0.630666,gain
25.1,26,24.72,25.52,158547201,1.67331,-30.974506,229693684,26,0.626959,gain
25.56,26.87,25.34,25.92,554889924,1.40845,249.984056,158547201,18,0.617284,loss
25.94,26.25,25.48,25.87,346656165,-0.269854,-37.527039,554889924,11,0.618477,loss
25.8,25.96,24.95,25.03,382293426,-2.9845,10.280291,346656165,4,0.639233,loss
24.96,25.07,24.25,24.49,311462943,-1.88301,-18.52778,382293426,88,0.653328,gain
24.21,25.03,24.03,24.76,213316051,2.27179,-31.511579,311462943,81,0.646204,loss
24.96,25.1,23.84,23.9,246418070,-4.24679,15.517829,213316051,74,0.669456,loss
23.9,24.25,23.69,23.7,230307366,-0.83682,-6.537956,246418070,67,0.675106,gain
23.79,29.05,23.65,24.26,280430166,1.97562,21.763438,230307366,60,0.659522,gain
24.17,24.86,24.16,24.3,309206180,0.537857,10.261383,280430166,53,0.658436,gain
20.42,20.57,20.11,20.38,170424399,-0.195886,-21.068618,215914627,40,0.981354,loss
20.55,20.61,20.15,20.46,199157969,-0.437956,16.86001,170424399,33,0.977517,loss
20.55,20.75,20.33,20.53,209481824,-0.097324,5.183752,199157969,26,0.974184,loss
20.32,20.88,19.79,19.79,143338656,-2.60827,-31.574657,209481824,20,1.01061,gain
19.95,21.06,19.9,20.97,205782608,5.11278,43.56393,143338656,12,0.953743,loss
21.14,21.2,20.07,20.55,273973053,-2.79092,33.137127,205782608,5,0.973236,gain
20.53,20.99,20.45,20.92,180162306,1.89966,-34.240866,273973053,82,0.956023,loss
20.84,21.28,20.68,20.69,249113161,-0.71977,38.271521,180162306,75,0.966651,gain
20.49,20.98,20.35,20.93,162550095,2.14739,-34.748492,249113161,68,0.955566,loss
21,21.45,20.66,20.84,169014117,-0.761905,3.976634,162550095,61,0.959693,loss
20.82,20.97,20.04,20.11,196181321,-3.41018,16.073926,169014117,54,0.99453,gain
20.08,20.73,20.03,20.26,229372501,0.896414,16.918624,196181321,47,0.987167,loss
20.09,20.96,20.08,20.08,259247639,-0.049776,13.024725,229372501,40,0.996016,gain
61.08,62.3,60.61,62.08,43453701,1.6372,5.084613,41351155,26,0.853737,loss
